,brand,processor_brand,processor_name,ram,ram_type,ssd,clock,gpu,gpu_memory,price
96,4,0,6,16,0,0.512,4.2,13,4,63990
97,4,1,0,8,0,0.512,4.1,7,0,40990
98,4,0,4,8,0,0.512,3.5,2,0,36990
99,4,1,1,16,0,0.512,4.5,9,4,65500
100,4,0,7,8,3,0.512,2.8,1,0,47890
101,4,0,8,16,1,1.0,5.1,18,6,109990
102,4,1,2,16,0,0.512,4.7,13,4,88490
103,4,0,6,8,0,0.512,4.2,13,4,59990
104,4,0,5,8,0,0.512,3.5,1,0,30990
105,4,1,1,16,3,0.512,4.6,5,0,75990
106,4,1,1,16,0,0.512,2.5,6,0,72990
107,4,1,1,16,0,0.512,4.7,18,6,116463
108,4,0,6,8,0,0.512,2.4,1,0,52990
