,brand,processor_brand,processor_name,ram,ram_type,ssd,clock,gpu,gpu_memory,price
126,HP,Intel,Core i5,16,DDR4,0.512,4.7,NVIDIA GeForce RTX 4050,6,116463
127,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.3,AMD Radeon AMD,0,52990
128,HP,Intel,Core i7,16,DDR4,1.0,4.6,NVIDIA GeForce RTX RTX 3050Ti,4,119999
129,HP,Intel,Core i9,32,DDR5,1.0,5.4,NVIDIA GeForce RTX 4070,8,277278
130,HP,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,39990
131,HP,Intel,Core i5,16,DDR4,0.512,4.4,NA NO,0,62500
132,HP,Intel,Core i3,8,DDR4,0.512,2.1,Intel Integrated Intel® UHD Graphics,0,33990
133,HP,Intel,Core i7,16,DDR4,0.512,5.0,NVIDIA GeForce RTX 4050,6,109990
134,HP,Intel,Core i5,16,DDR4,1.0,4.6,Intel Integrated Iris Xe,0,76900
135,HP,Intel,Core i5,16,LPDDR5,0.512,4.6,Intel Integrated Iris Xe,0,87490
136,HP,AMD,Ryzen 7 Octa Core,16,DDR5,0.512,4.7,AMD Radeon RX 6650M,8,107142
138,HP,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,72990
139,HP,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3060,6,91990
140,HP,AMD,Ryzen 5 Hexa Core,8,DDR5,0.512,4.5,NVIDIA GeForce RTX 3050,4,85900
141,HP,AMD,Ryzen 7 Octa Core,8,DDR5,0.512,4.7,NVIDIA GeForce RTX 3050 Ti,4,104000
142,HP,AMD,Ryzen 7 Octa Core,16,LPDDR5,1.0,4.75,AMD Radeon AMD,0,77990
143,HP,AMD,Ryzen 5 Hexa Core,8,DDR5,0.512,4.55,NVIDIA GeForce RTX 2050,4,55990
144,HP,AMD,Ryzen 5 Quad Core,16,LPDDR5,0.512,4.3,AMD Radeon AMD,0,49499
145,HP,AMD,Ryzen 5 Quad Core,8,DDR4,0.512,4.3,AMD Radeon AMD,0,43999
146,HP,Intel,Core i7,32,DDR4,1.0,5.0,Arc A370M A370M,4,184490
147,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.2,AMD Radeon RX 6500M,4,56990
148,HP,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.2,AMD Radeon RX 6500M,4,53999
149,HP,Intel,Core i7,16,LPDDR3,0.512,4.5,NVIDIA GeForce GTX,0,188550
150,HP,AMD,Ryzen 5 Dual Core,8,DDR4,0.512,2.1,AMD Radeon AMD Radeon™ Graphics,0,36220
151,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.2,AMD Radeon AMD,0,81790
152,HP,Intel,Core i5,8,DDR4,0.128,3.5,NVIDIA GeForce GTX 1050,4,73990
153,HP,AMD,Ryzen 5 Hexa Core,16,LPDDR5,0.512,4.55,AMD Radeon AMD,0,68490
154,HP,AMD,Ryzen 5 Quad Core,8,DDR4,0.512,3.7,NVIDIA GeForce GTX 1650,4,55490
155,HP,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated Iris Xe,0,95000
156,HP,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050Ti,4,89990
157,HP,Intel,Core i7,16,DDR5,0.512,5.0,NVIDIA GeForce RTX 4060,8,151990
158,HP,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.2,NVIDIA GeForce RTX 3060,6,77990
159,HP,AMD,Ryzen 7 Octa Core,16,LPDDR5,1.0,4.75,AMD Radeon AMD,0,77990
160,HP,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,41990
161,HP,AMD,Ryzen 7 Octa Core,16,LPDDR5,0.512,4.5,AMD Radeon AMD,0,86490
162,HP,Intel,Core i7,16,DDR4,1.0,5.0,NA,0,141990
163,HP,Intel,Core i5,8,DDR4,0.512,4.4,NVIDIA GeForce GTX GTX 1650,4,67490
164,HP,AMD,Ryzen 7 Octa Core,8,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,69890
165,HP,Intel,Core i5,8,DDR3,0.256,3.4,Intel Integrated UHD620,0,69990
166,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.0,AMD Radeon AMD,0,53999
167,HP,AMD,Ryzen 7 Octa Core,8,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,77990
168,HP,Intel,Core i3,4,DDR4,0.512,3.4,Intel Integrated UHD,0,31990
169,HP,Intel,Core i5,8,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,68390
170,HP,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 2050,4,111990
171,HP,Intel,Core i9,32,DDR4,1.0,4.9,NVIDIA GeForce RTX 3060,6,192900
172,HP,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated Iris Xe,0,55390
173,HP,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,34999
174,HP,AMD,Ryzen 5 Quad Core,16,LPDDR5,0.512,4.3,AMD Radeon AMD,0,51990
175,HP,Intel,Core i7,16,DDR5,1.0,5.0,NVIDIA GeForce RTX 4070,8,199990
176,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.2,NVIDIA GeForce RTX 3050,4,69500
177,HP,Intel,Core i5,8,DDR4,0.512,4.6,Intel Integrated Integrated,0,58990
178,HP,Intel,Core i3,8,DDR4,0.512,4.5,Intel Integrated Integrated,0,51500
179,HP,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,65990
180,HP,Intel,Core i3,8,DDR4,0.256,3.0,Intel Integrated,0,32490
181,HP,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon Vega 6,0,37290
182,HP,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon Radeon,0,29990
183,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.2,NVIDIA GeForce GTX 1650,4,57990
184,HP,AMD,Ryzen 5 Hexa Core,16,LPDDR5,0.512,4.5,AMD Radeon AMD,0,85490
185,HP,Intel,Core i5,8,DDR4,0.512,4.5,NVIDIA GeForce RTX 3050,4,79400
186,HP,AMD,Ryzen 7 Octa Core,16,DDR4,1.0,4.4,AMD Radeon RX 6600M,0,117990
187,HP,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,70990
188,HP,Intel,Core i7,16,DDR5,0.512,5.0,NVIDIA GeForce RTX 4060,8,176108
189,HP,Intel,Core i7,16,LPDDR4X,1.0,4.7,NA,0,140999
190,HP,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,46800
191,HP,Intel,Core i7,16,DDR4,0.512,4.7,Intel Integrated Iris Xe,0,109990
192,HP,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated Iris Xe Graphics,0,72499
193,HP,Intel,Core i7,16,DDR5,0.512,5.0,NVIDIA GeForce RTX 4060,8,176108
194,HP,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,83999
195,HP,Intel,Core i5,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 4050,6,153625
196,HP,Intel,Core i7,16,DDR4,1.0,4.7,Intel Integrated Iris Xe,0,92999
197,HP,Intel,Core i7,16,DDR4,1.0,4.6,NVIDIA GeForce RTX 3070,8,134490
198,HP,Intel,Core i7,16,LPDDR4X,1.0,5.0,NA,0,149899
199,HP,Intel,Core i7,16,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,89999
200,HP,Intel,Core i5,8,DDR4,0.512,4.5,NA Intel Iris Xe Graphics,0,59999
201,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.2,NVIDIA GeForce GTX 1650,4,54990
202,HP,Intel,Core i7,16,DDR5,1.0,4.7,NVIDIA GeForce RTX 3070,8,150990
203,HP,AMD,Athlon Dual Core,8,DDR4,0.256,3.2,AMD Radeon AMD,0,27990
204,HP,AMD,Ryzen 5 Dual Core,8,DDR4,0.512,2.6,AMD Radeon AMD Radeon™ Graphics,0,36999
205,HP,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,38890
206,SAMSUNG,Intel,Core i7,16,LPDDR4X,0.512,5.0,Intel Integrated Iris Xe,0,86990
207,SAMSUNG,Intel,Core i5,8,LPDDR4X,0.512,4.6,Intel Integrated Iris Xe,0,71990
208,DELL,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated UHD,0,35890
209,DELL,Intel,Core i5,16,DDR4,0.512,4.2,Intel Integrated UHD Graphics,0,51990
210,DELL,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated UHD,0,49990
211,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,30990
212,Lenovo,AMD,Athlon Dual Core,8,LPDDR5,0.512,3.5,AMD Radeon 610M Graphics,0,26990
213,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated Integrated,0,28490
214,DELL,AMD,Ryzen 5 Hexa Core,8,DDR5,0.512,4.5,NVIDIA GeForce RTX 3050,4,59990
215,ASUS,Intel,Core i5,16,DDR5,1.0,4.6,NVIDIA GeForce RTX 3050,6,94990
216,DELL,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated UHD,0,35490
217,DELL,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated UHD,0,36845
218,DELL,AMD,Ryzen 7 Octa Core,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 3060,6,106990
219,DELL,AMD,Ryzen 3 Quad Core,8,DDR4,0.512,3.85,AMD Radeon AMD,0,30990
220,ASUS,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 2050,4,69990
221,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD Graphics,0,36890
222,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,48990
223,HP,AMD,Athlon Dual Core,8,DDR4,0.512,3.2,AMD Radeon AMD,0,26990
224,DELL,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon Radeon Graphics,0,29490
225,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated Intel UHD Graphics,0,37990
226,DELL,Intel,Core i5,8,DDR4,0.512,5.0,Intel Integrated Integrated,0,52990
227,DELL,Intel,Core i5,8,DDR4,0.512,5.0,Intel Integrated Integrated,0,52990
228,MSI,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,41990
229,Lenovo,Intel,Core i3,8,DDR4,0.256,4.4,Intel Integrated UHD,0,33990
230,DELL,Intel,Core i5,16,DDR5,0.512,4.5,NVIDIA GeForce RTX 3050,4,72990
231,DELL,Intel,Core i3,8,DDR5,0.512,4.4,Intel Integrated UHD Graphics,0,68990
232,ASUS,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,47990
233,ASUS,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.2,NVIDIA GeForce RTX 2050,4,61990
234,DELL,Intel,Core i7,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 3060,6,99990
235,DELL,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated UHD,0,72990
236,DELL,Intel,Core i7,16,LPDDR5,1.0,5.0,Intel Integrated Intel® Iris Xe Graphics,0,84990
237,HP,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,51990
238,Lenovo,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.0,AMD Radeon AMD,0,41990
239,DELL,Intel,Core i7,16,LPDDR5,0.512,5.0,Intel Integrated Intel® Iris Xe Graphics,0,83990
240,ASUS,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,29990
241,Lenovo,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD Graphics,0,34990
242,DELL,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated UHD,0,36890
243,DELL,Intel,Core i3,8,DDR4,0.512,3.4,Intel Integrated UHD,0,33990
244,DELL,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated UHD,0,67480
245,ASUS,AMD,Ryzen 5 Quad Core,8,LPDDR5,0.512,4.3,AMD Radeon AMD,0,44990
246,HP,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.3,AMD Radeon Radeon Graphics,0,50990
247,DELL,Intel,Core i5,8,DDR4,0.512,4.6,Intel Integrated UHD,0,61990
248,MSI,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated UHD,0,34990
249,MSI,Intel,Core i5,16,DDR4,0.512,4.6,Intel Integrated Iris Xe,0,53990
250,DELL,Intel,Core i5,16,DDR4,0.512,4.5,Intel Integrated Iris Xe Graphics,0,68900
251,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated Integrated,0,49990
252,DELL,Intel,Core i5,8,DDR5,0.512,4.5,NVIDIA GeForce RTX 3050,4,63990
253,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD Graphics,0,45990
254,MSI,Intel,Core i7,16,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,65990
255,MSI,Intel,Core i7,16,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,64990
256,DELL,AMD,Ryzen 7 Octa Core,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 3060,6,106490
257,MSI,Intel,Core i5,16,DDR4,0.512,4.6,Intel Integrated Iris Xe,0,54990
258,MSI,Intel,Core i7,8,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,64990
259,DELL,AMD,Ryzen 5 Quad Core,8,DDR4,0.512,2.1,AMD Radeon AMD Ryzen(TM) 5 5500U 6-core/1 2-thread Processor with Radeon (TM) Graphics,0,42480
260,DELL,Intel,Core i5,8,DDR4,0.512,4.2,NVIDIA GeForce MX330,2,50000
261,DELL,AMD,Ryzen 7 Octa Core,16,DDR5,1.0,4.7,NVIDIA GeForce RTX 3070 Ti,8,99990
262,DELL,Intel,Core i7,16,DDR5,0.512,4.4,NVIDIA GeForce MX550,2,95990
263,MSI,Intel,Core i7,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,60990
264,MSI,Intel,Core i5,8,DDR4,0.512,4.6,Intel Integrated Iris Xe,0,51990
265,DELL,Intel,Core i7,16,DDR4,0.512,4.6,NVIDIA GeForce RTX 3050 Ti,4,82490
266,DELL,Intel,Core i3,8,DDR4,0.512,3.0,Intel Integrated Integrated,0,38990
267,MSI,Intel,Core i7,16,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,49990
268,MSI,Intel,Core i5,8,DDR4,0.512,4.6,Intel Integrated Iris Xe,0,53990
269,DELL,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.0,AMD Radeon AMD,0,35490
270,DELL,Intel,Core i7,32,DDR5,1.0,4.7,NVIDIA GeForce RTX 3070 Ti,8,237990
271,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3060,6,86490
272,DELL,Intel,Core i3,8,DDR4,0.256,3.4,Intel Integrated UHD,0,39490
273,MSI,Intel,Core i7,16,DDR4,0.256,4.6,NVIDIA GeForce RTX 3050,4,63990
274,Lenovo,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,65990
275,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD Graphics,0,34490
276,DELL,Intel,Core i9,32,LPDDR5,1.0,5.0,NVIDIA GeForce RTX 3070 Ti,8,242490
277,MSI,Intel,Core i7,8,DDR4,0.512,4.6,NVIDIA GeForce RTX 3050,4,68590
278,Acer,Intel,Core i7,16,DDR5,0.512,5.0,NVIDIA GeForce RTX 4050,6,104990
279,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,47990
280,DELL,Intel,Core i5,8,DDR4,0.512,4.5,NVIDIA GeForce MX450,2,59990
281,DELL,Intel,Core i5,8,LPDDR5,0.512,4.6,Intel Integrated Integrated,0,78990
282,DELL,Intel,Core i5,8,DDR4,0.256,4.4,Intel Integrated UHD,0,53990
283,MSI,Intel,Core i7,16,DDR5,1.0,4.7,NVIDIA GeForce RTX 4050,6,92990
284,MSI,Intel,Core i7,16,DDR5,0.512,4.9,NVIDIA GeForce RTX 2050,4,94990
285,DELL,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated UHD,0,54490
286,DELL,Intel,Core i5,8,DDR5,0.512,4.4,Intel Integrated UHD Graphics,0,72890
287,MSI,Intel,Core i5,8,DDR4,0.512,4.4,NVIDIA GeForce GTX 1650,4,47990
288,MSI,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 2050,4,59990
289,DELL,Intel,Core i5,16,DDR4,1.0,4.6,Intel Integrated UHD,0,71990
290,DELL,Intel,Core i5,16,LPDDR4X,0.512,4.2,Intel Integrated Iris Xe,0,91490
291,DELL,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.2,NVIDIA GeForce RTX 3050,4,86500
292,Acer,Intel,Core i5,8,DDR4,0.512,4.4,NVIDIA GeForce GTX 1650,4,47990
293,MSI,Intel,Core i5,16,DDR4,0.256,4.4,NVIDIA GeForce RTX 4050,6,74990
294,DELL,Intel,Core i5,8,LPDDR5,0.512,4.6,Intel Integrated Integrated,0,74990
295,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.3,AMD Radeon AMD,0,89976
296,ASUS,Intel,Core i5,16,DDR4,0.512,4.5,NVIDIA GeForce RTX 3050,4,61990
297,MSI,Intel,Core i7,16,DDR5,1.0,4.7,NVIDIA GeForce RTX 4060,8,97990
298,DELL,Intel,Core i3,8,DDR4,0.256,3.4,Intel Integrated UHD,0,34490
299,DELL,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon AMD,0,40149
300,DELL,Intel,Core i7,16,DDR4,0.512,4.7,NVIDIA GeForce MX550,2,157375
301,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,86500
302,Lenovo,Intel,Core i7,16,DDR5,0.512,4.9,NVIDIA GeForce RTX 4060,8,111990
303,MSI,Intel,Core i5,16,DDR4,0.512,4.5,NVIDIA GeForce GTX 1650,4,53990
304,DELL,AMD,Ryzen 3 Quad Core,8,DDR4,0.512,4.1,AMD Radeon AMD,0,42400
305,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,37990
306,MSI,Intel,Core i7,16,DDR5,1.0,4.9,NVIDIA GeForce RTX 4050,6,101990
307,Acer,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce GTX 1650,4,61500
308,DELL,Intel,Core i5,16,LPDDR4X,0.512,4.2,Intel Integrated Iris Xe,0,91990
309,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated Intel UHD Graphics,0,35990
310,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD Graphics,0,37990
311,DELL,AMD,Ryzen 3 Quad Core,8,DDR4,0.256,4.1,AMD Radeon AMD,0,31990
312,MSI,Intel,Core i7,16,DDR5,1.0,4.9,NVIDIA GeForce RTX 4060,8,113990
313,Lenovo,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,67990
314,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,39989
315,DELL,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,56000
316,DELL,Intel,Core i5,8,DDR4,0.512,3.6,Intel Integrated UHD,0,46999
317,DELL,Intel,Core i3,8,DDR4,0.512,3.4,Intel Integrated UHD,0,33990
318,DELL,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon AMD,0,31490
319,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.5,AMD Radeon Radeon Graphics,0,70490
320,DELL,Intel,Core i3,8,DDR4,0.512,4.1,Intel Integrated UHD,0,38990
321,DELL,Intel,Core i5,8,DDR4,0.512,4.2,NVIDIA GeForce MX330,2,61000
322,DELL,Intel,Core i5,16,DDR4,0.512,4.1,NVIDIA GeForce GTX 3050,4,78500
323,DELL,Intel,Core i3,4,DDR4,0.256,4.1,Intel Integrated UHD,0,41990
324,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,42690
325,DELL,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,81300
326,DELL,Intel,Core i5,16,DDR5,0.512,4.6,NVIDIA GeForce RTX 3050,6,95990
327,DELL,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated Intel UHD Graphics,0,73900
328,DELL,Intel,Core i7,16,DDR5,0.512,4.7,Intel Integrated UHD,0,113104
329,DELL,Intel,Core i7,32,DDR5,1.0,4.7,NVIDIA GeForce RTX 3070 Ti,8,221990
330,DELL,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.0,AMD Radeon AMD,0,40990
331,DELL,Intel,Core i5,8,DDR4,0.256,4.0,Intel Integrated UHD 620,0,49999
332,DELL,AMD,Ryzen 7 Quad Core,8,DDR4,0.512,4.0,AMD Radeon RX Vega 10,0,65800
333,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,34999
334,DELL,Intel,Core i9,32,DDR5,1.0,5.0,NVIDIA GeForce RTX 3070 Ti,8,289990
335,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,2,64999
336,DELL,AMD,Ryzen 7 Octa Core,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 3050,4,92990
337,DELL,Intel,Core i5,16,DDR4,0.512,4.5,NVIDIA GeForce MX450,2,67999
338,DELL,AMD,Ryzen 3 Dual Core,8,DDR4,0.512,3.5,AMD Radeon Radeon Graphics,0,33490
339,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.5,AMD Radeon AMD,0,99500
340,DELL,Intel,Core i7,16,DDR5,1.0,4.7,NVIDIA GeForce RTX 3060,6,194990
341,DELL,AMD,Ryzen 3 Quad Core,8,DDR4,0.256,4.1,AMD Radeon AMD,0,41568
342,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated Iris Xe,0,78450
343,DELL,Intel,Core i5,8,DDR4,0.256,4.2,Intel Integrated UHD Graphics,2,62200
344,DELL,Intel,Core i5,8,DDR4,0.512,4.2,NVIDIA GeForce MX330,2,49990
345,DELL,Intel,Core i5,16,DDR4,0.512,4.2,NVIDIA GeForce MX350,2,89290
346,DELL,AMD,Ryzen 5 Quad Core,8,DDR4,0.256,3.5,AMD Radeon Vega 8,0,45000
347,DELL,Intel,Core i5,4,DDR4,0.256,4.2,Intel Integrated Iris Xe,0,49500
348,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,103000
349,DELL,Intel,Core i7,16,DDR4,0.512,4.7,NVIDIA GeForce MX570,2,87490
350,DELL,Intel,Core i5,8,DDR4,0.512,3.6,Intel Integrated UHD,0,62990
351,DELL,AMD,Ryzen 3 Dual Core,8,DDR4,0.256,3.5,AMD Radeon,0,37449
352,DELL,Intel,Core i9,32,LPDDR5,1.0,5.4,NVIDIA GeForce RTX 4080 GDDR6,12,379990
353,DELL,Intel,Core i5,16,DDR4,0.512,2.4,Intel Integrated UHD,0,173636
354,DELL,AMD,Ryzen 5 Quad Core,8,DDR4,0.512,3.7,AMD Radeon Vega Graphics,0,33990
355,DELL,Intel,Core i5,8,DDR4,0.256,3.6,Intel Integrated UHD,0,53999
356,DELL,Intel,Core i3,4,DDR4,0.512,4.1,Intel Integrated UHD,0,45990
357,DELL,Intel,Core i7,16,DDR3,0.512,4.0,Intel Integrated UHD620,0,114990
358,DELL,Intel,Core i7,16,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,105500
359,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD Graphics,0,44900
360,DELL,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce MX550,2,81990
361,DELL,Intel,Core i7,32,DDR5,1.0,4.7,NVIDIA GeForce RTX 3060,6,246490
362,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD Graphics,0,37990
363,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,50345
364,DELL,Intel,Core i5,8,LPDDR4X,0.512,3.6,Intel Integrated UHD,0,103490
365,DELL,Intel,Core i5,16,DDR4,0.512,4.5,Intel Integrated Iris Xe Graphics,0,82000
366,DELL,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated UHD,0,74990
367,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,45590
368,DELL,Intel,Core i5,16,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,53990
369,DELL,Intel,Core i5,8,DDR4,0.512,4.4,NVIDIA GeForce MX550,2,71990
370,DELL,Intel,Core i5,8,DDR4,0.256,4.2,Intel Integrated UHD,0,54046
371,DELL,Intel,Core i5,16,DDR4,0.512,4.4,NVIDIA GeForce MX450,2,62990
372,DELL,Intel,Core i5,16,DDR4,0.512,4.5,NVIDIA GeForce RTX 3050 Ti,4,74990
373,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,54969
374,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,42990
375,DELL,AMD,Ryzen 7 Octa Core,16,DDR4,0.512,4.4,NVIDIA GeForce RTX 3050,4,98500
376,DELL,Intel,Core i7,16,DDR5,0.512,4.7,NVIDIA GeForce RTX 3050 Ti,4,138990
377,DELL,Intel,Core i5,8,DDR4,0.512,4.2,Intel Integrated UHD,0,52500
378,DELL,Intel,Pentium Quad Core,8,DDR4,0.256,3.1,Intel Integrated UHD,0,36490
379,DELL,Intel,Core i5,8,LPDDR4X,0.512,4.2,Intel Integrated Iris Xe,0,105000
380,DELL,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.3,AMD Radeon AMD,0,55490
381,DELL,AMD,Ryzen 5 Hexa Core,8,DDR4,0.512,4.3,AMD Radeon Radeon,0,71990
382,DELL,Intel,Core i3,8,DDR4,0.512,4.4,Intel Integrated Iris Xe,0,42131
383,DELL,Intel,Core i3,4,DDR4,0.512,4.1,Intel Integrated UHD,0,64500
384,DELL,Intel,Core i5,8,DDR5,0.512,4.4,NVIDIA GeForce MX550,2,83990
385,DELL,Intel,Core i7,8,DDR4,0.256,4.0,AMD Radeon 530,4,87990
386,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,39999
387,DELL,Intel,Core i3,8,DDR4,0.256,3.4,Intel Integrated UHD,0,39999
388,DELL,Intel,Core i3,8,DDR4,0.512,4.2,Intel Integrated intel,0,52998
389,DELL,AMD,Ryzen 5 Hexa Core,16,DDR4,0.512,4.3,AMD Radeon AMD,0,73990
390,DELL,Intel,Core i5,8,DDR4,0.512,4.5,Intel Integrated Iris Xe Graphics,0,77878
391,DELL,Intel,Core i5,8,LPDDR5,0.512,4.6,Intel Integrated,0,82499
392,DELL,Intel,Core i3,8,DDR4,0.256,3.4,Intel Integrated UHD,0,42150
393,DELL,Intel,Core i3,8,DDR4,0.256,4.1,Intel Integrated UHD,0,45000
394,DELL,Intel,Core i5,8,DDR4,0.512,4.4,Intel Integrated UHD,0,73990
395,DELL,Intel,Core i7,16,DDR4,0.512,5.0,Intel Integrated Iris Xe,0,104500
396,DELL,Intel,Core i5,16,DDR4,0.512,4.2,NVIDIA GeForce MX350,2,59899
